sd_id	dc_release_id	sd_artist	dc_artist	dc_artist_id	sd_record_label	dc_record_label	sd_label_cat_no	dc_label_cat_no	sd_title	dc_title	dc_country	dc_year	dc_decade	dc_genres	dc_styles
3961328	2217764		The Band	254199	Capitol	Capitol Records	ST 11440	E-ST 11440	Northern lights-southern cross.	Northern Lights - Southern Cross	UK	1975	70	Rock	Rock & Roll; Country Rock
3961321	6824478		Glen Campbell	175776	Capitol	Capitol Special Markets	SL-6699	SL-6699	Christmas with Glen Campbell.	Christmas With Glen Campbell	US	1971	70	Folk, World, & Country	Folk; Country; Easy Listening
3960869	6871955		Meredith Willson	583501	Capitol Records	Capitol Records	T-1110	T-1110	Meredith Willson's marching band.	Meredith Willson's Marching Band	US	1957	50	Brass & Military; Folk, World, & Country	Marches
3960864	4352221		Ray Anthony & His Orchestra	339572	Capitol	Capitol Records	T-1149	T-1149	Anthony Italiano.	Anthony Italiano	US	1959	50	Jazz; Pop	Easy Listening
3960941	1612142		Various	194	Capitol	Capitol Special Markets	SL-6950	SL-6950	Christmas America.	Christmas America Album Two	US	1974	70	Jazz; Pop	Easy Listening
3960932	4071165		Various	194	Capitol	Capitol Records	SL-6644	SL-6644	The great popular favorites.	The Great Popular Favorites	Canada	1969	60	Pop	Vocal
3960958	868688		Renaissance (4)	311028	Capitol	Capitol Records	SMAS-11116	SMAS-11116	Prologue.	Prologue	US	1972	70	Rock	Symphonic Rock; Prog Rock
3960509	1783885	Stan Kenton	Stan Kenton	212786	Capitol	Capitol Records	H-426	H-426	Sketches on standards	Sketches On Standards	US	1953	50	Jazz	Big Band; Easy Listening
3960440	5652300		Jackie Gleason	322992	Capitol	Capitol Records	W-509	W-509	Jackie Gleason presents music, martinis, and memories.	Music, Martinis, And Memories	US	1954	50	Jazz; Pop	Easy Listening; Space-Age
3961019	8284149		Stan Kenton	212786	Capitol	Capitol Records	SW 724	SW 724	Stan Kenton in hi fi.	Kenton In Hi Fi	Canada	1959	50	Jazz	Space-Age; Big Band; Swing
3961110	5004667		George Shearing	59407	Capitol	Capitol Records	ST-1472	ST-1472	The Shearing touch :	The Shearing Touch	US	1960	60	Jazz	Easy Listening
3961114	9753579		Russ Morgan And His Orchestra	349513	Capitol	Capitol Records	ST-1703	ST-1703	Medleys in the Morgan manner.	Medleys In The Morgan Manner	US	1962	60	Jazz	Big Band
3961123	4125018		Buck Owens And His Buckaroos	1159855	Capitol	Capitol Records	ST 2367	ST 2367	The instrumental hits of Buck Owens and his Buckaroos.	The Instrumental Hits Of Buck Owens And His Buckaroos	US	1965	60	Folk, World, & Country	Country
3961125	2687528	Roy Clark	Roy Clark	333516	Capitol	Capitol Records	ST-2425	ST-2425	The Roy Clark guitar spectacular	Guitar Spectacular!	US	1965	60	Folk, World, & Country	Country
3961139	5314336		Al Martino	266267	Capitol	Capitol Records	ST-405	ST-405	Can't help falling in love.	Can't Help Falling In Love	US	1970	70	Jazz; Pop	Vocal
2423526	9550097	Robert Russell Bennett]	Rodgers & Hammerstein	284099	Capitol	Capitol Records	SAO 595	SAO 595	Oklahoma! :	Oklahoma!	US	1955	50	Stage & Screen	Soundtrack
3961147	2739098	Cannonball Adderley Quintet	The Cannonball Adderley Quintet	277633	Capitol	Capitol Records	SN-16002	SN-16002	The best of Cannonball Adderley	The Best Of Cannonball Adderley	US	1979	70	Jazz	Bop; Latin Jazz
3961150	1228488	Glen Campbell	Glen Campbell	175776	Capitol	Capitol Records	ST-210	ST-210	Galveston	Galveston	US	1969	60	Rock; Folk, World, & Country	Country Rock; Folk Rock
3961161	3043498	Quicksilver Messenger Service	Quicksilver Messenger Service	335811	Capitol	Capitol Records	ST-120	ST-120	Happy trails	Happy Trails	US	1969	60	Rock; Funk / Soul; Folk, World, & Country	Acid Rock; Psychedelic Rock; Country; Rhythm & Blues
3961106	1768488	Ruth Welcome	Ruth Welcome	843632	Capitol	Capitol Records	ST-1279	ST-1279	Zither magic	Zither Magic	US	1959	50	Jazz; Folk, World, & Country	Space-Age
3961090	9784418	Guy Lombardo and his Royal Canadians	Guy Lombardo And His Royal Canadians	349506	Capitol	Capitol Records	ST-1191	ST-1191	Lombardo goes Latin	Lombardo Goes Latin!	US	1959	50	Jazz; Latin	Big Band; Latin Jazz; Cha-Cha
3961100	8179983		Les Brown And His Band Of Renown	269852	Capitol Records	Capitol Records	ST-1174	ST-1174	The Les Brown story.	The Les Brown Story (His Greatest Hits In Today's Sound)	US	1959	50	Jazz	Big Band; Swing
3961144	5269109	Seatrain	Seatrain	424805	Capitol	Capitol Records	SMAS-829	SMAS-829	The Marblehead messenger	The Marblehead Messenger	US	1971	70	Jazz; Rock; Folk, World, & Country	Pop Rock; Fusion
3961168	3378920	Benny Goodman [and] Charlie Barnet	Benny Goodman	254768	Capitol	Capitol Records	M-11061	M-11061	Bebop spoken here	Bebop Spoken Here	US	1972	70	Jazz	Bop; Swing
3961286	1884540	Merle Haggard and the Strangers	Merle Haggard And The Strangers	1213281	Capitol	Capitol Records	ST-384	ST-384	Okie from Muskogee	Okie From Muskogee (Recorded 'Live' In Muskogee, Oklahoma)	US	1969	60	Folk, World, & Country	Country
2439016	5231144		Der Botho-Lucas-Chor	554844	Capitol	Capitol Records	ST 10389	ST 10389	Germany sings.	Germany Sings	US	1964	60	Jazz; Pop	Vocal; Easy Listening
3961276	860579	Bob Seger	Bob Seger And The Silver Bullet Band	268911	Capitol	Capitol Records	ST-11557	ST-11557	Night moves	Night Moves	US	1976	70	Rock	Classic Rock; Soft Rock
6122111	8426273	Bob Seger	Bob Seger And The Silver Bullet Band	268911	Capitol	Capitol Records	ST-511557	ST-511557	Night moves	Night Moves	Canada	1976	70	Rock	Soft Rock; Classic Rock
3961293	4191760	Helen Reddy	Helen Reddy	271962	Capitol	Capitol Records	ST-762	ST-762	I don't know how to love him.	I Don't Know How To Love Him	US	1971	70	Rock	Pop Rock
3961297	1047654	"Nat ""King"" Cole"	Nat King Cole	145288	Capitol	Capitol Records	W-1031	W-1031	Cole Espanole	Cole Español	US	1958	50	Jazz	Afro-Cuban Jazz; Easy Listening
3960242	8975956	The Kingston Trio	Kingston Trio	326125	Capitol	Capitol Records	T 1564	ST 1564	Goin' places	Goin' Places	US	1962	60	Folk, World, & Country	Folk
4089363	1246114	performed by S. Balachander, veena ; Sivaraman, mridangam	Sundaram Balachander	1054126	Nonesuch	Nonesuch	H-72003	H-72003	The music of Southern India	The Music Of India	US	1965	60	Folk, World, & Country	Carnatic; Hindustani
4171906	2560032	Freddy Fender	Freddy Fender (2)	492471	ABC Records/Dot Records	ABC Dot	DO-2079	DO-2079	The Best of Freddy Fender	The Best Of Freddy Fender	US	1977	70	Pop; Folk, World, & Country	Country
4171908	1639499	Freddy Fender	Freddy Fender (2)	492471	ABC Records/Dot Records	ABC Dot	DOSD-2020	DOSD-2020	Before the next teardrop falls	Before The Next Teardrop Falls	US	1974	70	Folk, World, & Country	Country
4171910	1424326	Four Tops	Four Tops	86093	ABC Records/Dunhill	ABC/Dunhill Records	DSD-50166	DSD-50166	Meeting of the minds	Meeting Of The Minds	US	1974	70	Funk / Soul	Soul
4161785	1660643	Dave Mason	Dave Mason	267654	ABC Records/Blue Thumb	ABC Blue Thumb	BA-6032	BA-6032	Very best of Dave Mason	Very Best Of Dave Mason	US	1978	70	Rock; Blues	Classic Rock
4161784	4606347	Rufus	Rufus & Chaka Khan	18982	ABC Records	ABC Records	ABCD-837	ABCD-837	Rufusized	Rufusized	US	1974	70	Funk / Soul	Disco; Soul; Funk
4104407	5851987		Paul Mauriat And His Orchestra	84648	Philips	Philips	PHS 600-197	PHS 600-197	Listen too :	Listen Too!: The Fabulous Paul Mauriat Orchestra	US	1965	60	Jazz; Pop	Easy Listening
4104413	2887634	Paul Mauriat	Paul Mauriat And His Orchestra	84648	Philips	Philips	PHS 600-226	PHS 600-226	More Mauriat	More Mauriat	US	1967	60	Jazz; Pop	Ballad; Easy Listening
4104415	1542064	Paul Mauriat	Paul Mauriat And His Orchestra	84648	Philips	Philips	PHS 600-248	PHS 600-248	Blooming hits	Blooming Hits	US	1967	60	Pop	Ballad
4173950	3790471	Michael Omartian	Michael Omartian	106940	ABC Records/Dunhill	ABC/Dunhill Records	DSD-50185	DSD-50185	White horse	White Horse	US	1974	70	Rock; Funk / Soul; Pop	Classic Rock
4173953	1542657	Keith Jarrett	Keith Jarrett	145273	ABC Records/Impulse	ABC Impulse!	IA-9334	IA-9334	Bop-be	Bop-Be	US	1978	70	Jazz	Post Bop
4173952	3921512	Carmen	Carmen (19)	1184756	ABC Records/Dunhill	ABC Records	DSDP-50192	DSDP-50192	Fandangos in space	Fandangos In Space	US	1974	70	Rock; Folk, World, & Country	Folk Rock; Prog Rock
4173960	2585895	all songs composed by Elton John and Bernie Taupin	Elton John	57103	ABC Records/Paramount	Paramount Records	PAS-6004	PAS-6004	"Original soundtrack recording from the Paramount picture ""Friends"	Friends	US	1971	70	Rock; Stage & Screen	Soundtrack; Pop Rock; Classic Rock
4173926	2572605	Frank Sinatra	Frank Sinatra	52833	Capitol Records	Capitol Records	DQBO-91261	DQBO-91261	Songs for the young at heart	Songs For The Young At Heart	US	1967	60	Jazz; Pop	Vocal; Swing
4175928	7023939		The Beach Boys	70829	Capitol	Capitol Records	DT-2545	DT-2545	Best of the Beach Boys.	Best Of The Beach Boys, Vol.1	US	1966	60	Rock; Pop	Surf
4175863	2481426		Glen Gray & The Casa Loma Orchestra	1277416	Capitol	Capitol Records	DT 1588	DT 1588	Sounds of the great Casa Loma Band.	Sounds Of The Great Casa Loma Band	US	1961	60	Jazz	Big Band; Swing
4260260	3260365	composed and conducted by Nino Rota	Nino Rota	235382	Capitol	Capitol Records	ST-400	ST-400	Romeo & Juliet :	Romeo & Juliet:  Music From The Soundtrack Of The Academy Award-Winning Film	US	1969	60	Stage & Screen	Soundtrack
4260276	4799597	[written and performed by] Bobbie Gentry	Bobbie Gentry	295181	Capitol	Capitol Records	ST-494	ST-494	Patchwork	Patchwork	US	1971	70	Folk, World, & Country	Country Blues; Delta Blues; Soul
4260265	3698290	Bobbie Gentry	Bobbie Gentry	295181	Capitol	Capitol Records	ST-428	ST-428	Fancy	Fancy	US	1970	70	Funk / Soul; Pop; Folk, World, & Country	Soul; Vocal; Country
4260274	4935148	Jackie Gleason	Jackie Gleason	322992	Capitol	Capitol Records	ST-480	ST-480	Come Saturday morning	Come Saturday Morning	US	1970	70	Jazz	Easy Listening
4260282	8178875	J. Helms, G. LeMal, N. Green	Jim Helms	325049	Capitol	Capitol Records	ST-641	ST-641	His wife's habit	His Wife's Habit (Original Motion Picture Soundtrack)	US	1970	70	Funk / Soul; Pop; Stage & Screen	Soundtrack; Funk; Soft Rock
4260271	3930968	Wayne Newton	Wayne Newton	312307	Capitol	Capitol Records	ST-474	ST-474	The long and winding road	The Long And Winding Road	US	1970	70	Pop	Vocal
4260264	8862502	all titles composed by Mort Stevens and his Orchestra	Mort Stevens And His Orchestra	475344	Capitol	Capitol Records	ST-410	ST-410	Hawaii five-O :	Original Hawaii Five-O TV Sound Track	Argentina	1969	60	Funk / Soul; Stage & Screen	Soundtrack
4762441	7284841	The King Sisters	The King Sisters	299961	RCA Camden	RCA Camden	CAS 929(e)	CAS 929(e)	In the mood	In The Mood	US	1966	60	Jazz; Pop	Big Band; Vocal
4259972	6821765	Fred Neil	Fred Neil	56479	Capitol	Capitol Records	ST-294	ST-294	Everybody's talkin'	Everybody's Talkin' (Theme From Midnight Cowboy)	Canada	1969	60	Rock; Folk, World, & Country	Rock & Roll; Folk
4259971	7531885		David Rose	311166	Capitol	Capitol Records	SM-290	SM-290	Little drummer boy.	Little Drummer Boy	US	1969	60	Jazz; Pop	Easy Listening
4259974	8029690	Guy Lombardo & the Royal Canadians	Guy Lombardo And His Royal Canadians	349506	Capitol	Capitol Records	ST-340	ST-340	Is that all there is?	Is That All There Is?	Canada	1970	70	Jazz; Pop	Big Band
4260584	4550527	The Hagers	The Hagers	1052376	Capitol	Capitol Records	ST-783	ST-783	Motherhood, apple pie and the flag	Motherhood, Apple Pie & The Flag	US	1971	70	Folk, World, & Country	Country
4260586	3986090	Tennessee Ernie Ford	Tennessee Ernie Ford	295179	Capitol	Capitol Records	ST-833	ST-833	The folk album	The Folk Album	US	1971	70	Folk, World, & Country	Folk
4262109	4223414	Bobby Vinton	Bobby Vinton	154971	ABC Records	ABC Records	ABCD-924	ABCD-924	The Bobby Vinton show.	The Bobby Vinton Show	US	1975	70	Pop; Stage & Screen	Vocal
4261633	1702337	Ford Theatre	Ford Theatre	1403522	ABC Records	ABC Records	ABCS-658	ABCS-658	Trilogy for the masses	Trilogy For The Masses	US	1968	60	Rock	Psychedelic Rock
4261632	1911183	Donna Fargo	Donna Fargo	492469	ABC Records/Dot Records	ABC Dot	DOSD-2002	DOSD-2002	Miss Donna Fargo	Miss Donna Fargo	US	1974	70	Folk, World, & Country	Country
4261635	1793323		Various	194	ABC-Paramount	ABC-Paramount	ABC-329	ABC-329	Adventures in paradise.	Adventures In Paradise	US	1959	50	Folk, World, & Country; Stage & Screen	Soundtrack; Pacific
3960226	4975618	the Kingston Trio	Kingston Trio	326125	Capitol	Capitol Records	T-1258	T-1258	Here we go again!	Here We Go Again!	US	1959	50	Pop; Folk, World, & Country	Folk; Ballad
4443397	7424479	the Kingston Trio	Kingston Trio	326125	Capitol	Capitol Records	T-1407	T-1407	String along	String Along	US	1960	60	Folk, World, & Country	Folk
4264564	3208318		Stephen Sondheim	566541	RCA Red Seal	RCA Red Seal	ARL1-1367	ARL1-1367 STEREO	Pacific overtures.	Pacific Overtures	US	1976	70	Stage & Screen	Musical
4265282	2992729		James Levine (2)	696260	RCA Red Seal	RCA Red Seal	ARL1-2243	ARL1-2243	Music of Scott Joplin played by James Levine.	James Levine Plays Scott Joplin	US	1977	70	Jazz	Ragtime
4265389	4676636		Joan Morris	1794704	RCA Red Seal.	RCA Records	ARL1-2491	ARL1-2491	These charming people :	These Charming People	US	1977	70	Pop	Vocal
4265418	70903	Tomita	Tomita	39885	RCA Records	RCA Red Seal	ARL1-2616	ARL1-2616	Kosmos	Kosmos	US	1978	70	Electronic	Modern Classical; Ambient
4265711	70907	electronically created by Isao Tomita	Tomita	39885	RCA Red Seal	RCA Red Seal	ARL1-3439	ARL1-3439	Tomita's greatest hits	Tomita's Greatest Hits	US	1979	70	Electronic	Modern Classical; Ambient
4276759	3382780		Peggy Lee	79742	Capitol	Capitol Records	ST 1857	ST 1857	I'm a woman.	I'm A Woman	US	1963	60	Jazz; Pop	Vocal
2441906	2665675		Peggy Lee	79742	Capitol	Capitol Records	T 1857	T 1857	I'm a woman.	I'm A Woman	US	1963	60	Jazz; Pop	Vocal
4276783	1349112		The Beatles	82730	Capitol	Capitol Records	ST 2047	ST 2047	Meet the Beatles! :	Meet The Beatles!	US	1964	60	Rock	Beat; Rock & Roll
3960276	833736		The Beatles	82730	Capitol	Capitol Records	T 2047	T 2047	Meet the Beatles! :	Meet The Beatles!	US	1964	60	Rock	Beat; Rock & Roll
4276786	1255951		The Beatles	82730	Capitol	Capitol Records	ST 2080	ST 2080	The Beatles' second album.	The Beatles' Second Album	US	1964	60	Rock	Beat; Rock & Roll
4276788	3025047	Peggy Lee	Peggy Lee	79742	Capitol	Capitol Records	ST-2096	ST-2096	In the name of love	In The Name Of Love	US	1964	60	Jazz; Pop	Smooth Jazz; Easy Listening
2441907	2372320	Peggy Lee	Peggy Lee	79742	Capitol	Capitol Records	T 2096	T 2096	In the name of love	In The Name Of Love	UK	1964	60	Jazz; Pop	Smooth Jazz; Easy Listening
4276766	4054757	The Four Preps	The Four Preps	377940	Capitol	Capitol Records	ST 1976	ST 1976	Songs for a campus party	Songs For A Campus Party	US	1963	60	Pop; Folk, World, & Country	Easy Listening
4276787	2274267		Nancy Wilson	97917	Capitol	Capitol Records	ST 2082	ST 2082	Today, tomorrow, forever.	Today, Tomorrow, Forever	US	1964	60	Jazz; Funk / Soul	Soul-Jazz; Soul
2440694	2274267		Nancy Wilson	97917	Capitol	Capitol Records	T 2082	ST 2082	Today, tomorrow, forever.	Today, Tomorrow, Forever	US	1964	60	Jazz; Funk / Soul	Soul-Jazz; Soul
4265477	4773259		Charles Gerhardt	757911	RCA Red Seal	RCA	ARL1-2792	ARL1-2792	The Spectacular world of classic film scores.	The Spectacular World Of Classic Film Scores: 20 Highlights From The Best-Selling RCA Series	US	1978	70	Stage & Screen	Theme
4265499	70978	Tomita	Tomita	39885	RCA Red Seal	RCA Red Seal	ARL1-2885	ARL1-2885	The Bermuda Triangle	The Bermuda Triangle	US	1979	70	Electronic	Modern Classical; Ambient
4264702	8412930	Paul Weston	Paul Weston And His Orchestra	376962	Capitol	Capitol Records	ST-1192	ST-1192	Music for the fireside	Music For The Fireside	US	1959	50	Jazz	Easy Listening
4265577	2307640	Nancy Wilson	Nancy Wilson	97917	Capitol Records	Capitol Records	ST-1440	ST-1440	Something wonderful	Something Wonderful	US	1960	60	Jazz	Easy Listening
4273973	3635288		Ray Anthony	263953	Capitol	Capitol Records	ST-1752	ST-1752	Ray Anthony plays worried mind.	Worried Mind (The Soul Of Country Western Blues)	US	1962	60	Jazz; Pop; Folk, World, & Country	Easy Listening
2440411	3635288		Ray Anthony	263953	Capitol	Capitol Records	T-1752	ST-1752	Ray Anthony plays worried mind.	Worried Mind (The Soul Of Country Western Blues)	US	1962	60	Jazz; Pop; Folk, World, & Country	Easy Listening
4274100	11670533		Frankie Laine	377935	Mercury/Wing	Mercury Wing	MGW 12110	MGW 12110	Frankie Laine sings his all time favorites.	Sings His All Time Favorites	Australia	1958	50	Jazz; Pop	Vocal
4268685	1071010		Various	194	Capitol	Capitol Records	ST-1553	ST-1553	Wild stereo drums.	Wild Stereo Drums 'Tambores En Stereo'	Spain	1966	60	Latin; Non-Music	Rumba; Marimba
4272835	3484705		Fred Waring & The Pennsylvanians	388298	Capitol Records	Capitol Records	ST 1610	ST 1610	The meaning of Christmas.	The Meaning Of Christmas	US	1963	60	Pop	Vocal
4268791	11260272	Guy Lombardo and his Royal Canadians	Guy Lombardo And His Royal Canadians	349506	Capitol	Capitol Records	ST-1598	ST-1598	Your Guy Lombardo medley, volume 3	By Request Your Guy Lombardo Medley:  Volume 3	US	1961	60	Pop	Big Band; Easy Listening
3960781	11260272	Guy Lombardo and his Royal Canadians	Guy Lombardo And His Royal Canadians	349506	Capitol	Capitol Records	T-1598	ST-1598	Your Guy Lombardo medley, volume 3	By Request Your Guy Lombardo Medley:  Volume 3	US	1961	60	Pop	Big Band; Easy Listening
4273528	3819939	Vic Damone ; with Jack Marshall's music	Vic Damone	275681	Capitol	Capitol Records	ST-1646	ST-1646	Linger awhile with Vic Damone	Linger Awhile	US	1962	60	Pop	Vocal
3960243	3819939		Vic Damone	275681	Capitol	Capitol Records	T-1646	ST-1646	Linger awhile with Vic Damone.	Linger Awhile	US	1962	60	Pop	Vocal
4003260	7364303	Barbara Mandrell	Barbara Mandrell	693420	ABC Records	ABC Records	AY-1119	AY-1119	The best of Barbara Mandrell	The Best Of Barbara Mandrell	US	1979	70	Folk, World, & Country	Country
6260713	3036191	Barbara Mandrell	Barbara Mandrell	693420	MCA Records	MCA Records	AY-1119	AY-1119	The best of Barbara Mandrell	The Best Of Barbara Mandrell	US	1979	70	Folk, World, & Country	Country
4003034	3032576	music composed and conducted by Quincy Jones	Quincy Jones	17546	ABC Records	ABC Records	ABCS-OC-7	ABCS-OC-7	For love of Ivy	For Love Of Ivy (The Original Motion Picture Soundtrack)	US	1968	60	Jazz; Blues; Pop; Stage & Screen	Soul-Jazz; Big Band; Vocal; Soundtrack; Rhythm & Blues; Swing
4002985	7228299		Various	194	Westminster Gold	Westminster Gold	WGS-8158	WGS-8158	"In to"" flamenco :"	'In To' Flamenco	US	1971	70	Latin; Folk, World, & Country	Flamenco
4052956	936799	William Matthews. Fixations ; Fluxus I / Ramon Zupko	William Matthews	784746	Composers Recordings	Composers Recordings Inc. (CRI)	SD 375	CRI SD 375	Letters from home ; Field guide	Aca Recording Award: Letters From Home, Field Guide / Fixations, Fluxus I	US	1977	70	Electronic	Abstract; Experimental
4061003	7762392		Colonel Beauregard Johnson & The Volunteers	1247602	Whitehall	Whitehall Records	WH 20022	WH 20022	The Sound of the Confederacy.	The Sound Of The Confederacy	US	1960	60	Brass & Military	Military
3995156	5718448	Jerry Murad's Harmonicats	Jerry Murad's Harmonicats	1039713	Mercury	Mercury	MG-20485	MG-20485	Harmonically yours	Harmonically Yours	US	1960	60	Jazz; Pop	Easy Listening
3994412	12414394	Tonin Troupel and his ensemble	Tonin Troupel Et Son Ensemble Auvergnat	3976522	Mercury	Mercury	MG 20338	MG 20338	Folk dances of the provinces	Folk Dances Of The Provinces	US	1958	50	Folk, World, & Country	Folk
3995029	2008699		Shay Torrent	326043	Mercury	Mercury	MG 20415	MG 20415	Shay Torrent at the Hammond organ.	Shay Torrent At The Hammond Organ	US	1959	50	Jazz; Pop	Space-Age; Easy Listening
3995340	541867	War featuring Eric Burdon	Eric Burdon & War	1287974	ABC Records	ABC Records	AB-988	AB-988	Love is all around	Love Is All Around	US	1976	70	Funk / Soul	Rhythm & Blues; Funk
3987038	2726612	Wha-Koo	Wha-Koo	185743	ABC Records	ABC Records	AA-1043	AA-1043	Berkshire	Berkshire	US	1978	70	Rock	Soft Rock; Pop Rock
3987477	790239	Blood, Sweat and Tears	Blood, Sweat And Tears	168907	ABC Records	ABC Records	AB-1015	AB-1015	Brand new day	Brand New Day	US	1977	70	Rock	Soft Rock; Classic Rock
3987404	1675165		Wha-Koo	185743	ABC Records	ABC Records	AB-971	AB-971	Big Wha-koo.	Big Wha-Koo	US	1977	70	Rock	Soft Rock; Pop Rock
3961369	2632883		Nat King Cole	145288	Capitol Records	Capitol Records	W-1084	W-1084	The very thought of you.	The Very Thought Of You	US	1958	50	Jazz; Pop	Easy Listening; Vocal
4292747	3116224		The Beatles	82730	Capitol	Capitol Records	ST-2228	ST-2228	Beatles '65.	Beatles '65	US	1968	60	Rock	Beat
4292757	2972208		Nat King Cole	145288	Capitol	Capitol Records	ST 2340	ST 2340	pictures.	Nat King Cole Sings His Songs From Cat Ballou And Other Motion Pictures	US	1965	60	Jazz; Stage & Screen	Theme; Easy Listening
4292749	12231677	The Benny Goodman Quartet	The Benny Goodman Quartet	270025	Capitol	Capitol Records	ST 2282	ST 2282	Made in Japan	Made In Japan	UK	1965	60	Jazz	Big Band
4292759	7915698		The Beatles	82730	Capitol	Capitol Records	ST-2358	ST-2358	Beatles VI.	Beatles VI	US	1965	60	Rock	Beat
248878	7909877	Alan Broadbent	Alan Broadbent	253206	Granite	Granite Music Corp.	GR-7901	GR-7901	Palette	Palette	US	1979	70	Jazz	Fusion; Jazz-Rock
248887	865384	Al Jarreau	Al Jarreau	63628	Warner Bros.	Warner Bros. Records	2BZ 3052	2BZ 3052	Look to the rainbow :	Look To The Rainbow	US	1977	70	Jazz; Funk / Soul	Contemporary Jazz; Jazz-Funk
248799	6935395	John Taverner	The Europa Singers	4372889	IKON Records	Ikon Records (3)	IKOS 8E	IKOS 8E	The liturgy of St. John Chrysostom :	The Liturgy Of St John Chrysostom Opus 32	UK & Europe	1978	70	Non-Music	Religious
248568	4257244		Freddie Keppard	326801	Columbia Special Products	Columbia Special Products	P 15141	P 15141	Legendary Freddie Keppard.	The Legendary New Orleans Cornet	US	1979	70	Jazz	Dixieland
248597	7327550	Samuel Taylor Coleridge	Samuel Taylor Coleridge	433012	Argo	Argo (2)	PLP 1039	PLP 1039	Samuel Taylor Coleridge	Samuel Taylor Coleridge	UK	1970	70	Non-Music	Poetry; Spoken Word
248848	1034917		Various	194	Caprice	Caprice Records	CAP 1096	CAP 1096	Unga dalaspelmän.	Unga Dalaspelmän	Sweden	1974	70	Folk, World, & Country	Folk
2437265	11930786	James Agee	James Agee	930838	Caedmon	Caedmon Records	TC 2042	TC 2042	James Agee :	A Portrait	US	1971	70	Non-Music	Spoken Word
2437338	7573618		Mormon Tabernacle Choir	583138	Columbia	Columbia Masterworks	M 32227	M 32227	Cielito lindo :	Cielito Lindo - En Espanol	US	1973	70	Pop	Vocal
2437389	8196214		Vaughn Monroe	459957	Dot	Dot Records	DLP 3584	DLP 3584	Vaughn Monroe's greatest hits.	Vaughn Monroe's Greatest Hits Vol. #2	US	1964	60	Jazz	Big Band
2437262	2726753		Unknown Artist	355	Folkways Records	Folkways Records	FE 4271	FE 4271	Hawaiian chants, hula, and love dance songs.	Hawaiian Chants, Hula And Love Dance Songs	US	1972	70	Folk, World, & Country	Field Recording; Folk; Pacific
2439946	6045840	Gerard Manley Hopkins	Cyril Cusack	1605601	Caedmon,	Caedmon Records	TC 1111	TC 1111	The poetry of Gerard Manley Hopkins	The Poetry Of Gerard Manley Hopkins	US	1958	50	Non-Music	Poetry
2435866	4201946		Dylan Thomas	382316	Caedmon	Caedmon	TC 1157	TC 1157	An evening with Dylan Thomas :	An Evening With Dylan Thomas Reading His Own And Other Poems	US	1963	60	Non-Music	Spoken Word
2435868	11645511	Anita Loos	Carol Channing	336579	Caedmon	Caedmon Records	TC 1148	TC 1148	Carol Channing in Anita Loos' Gentlemen prefer blondes	Gentlemen Prefer Blondes	US	1962	60	Stage & Screen	Musical
2435871	9094631	Alexander Pope	Michael Redgrave	505625	Caedmon	Caedmon Records	TC 1171	TC 1171	The poetry of Alexander Pope	The Poetry Of Alexander Pope	US	1963	60	Non-Music	Poetry
2435872	2906080	Ernest Hemingway	Ernest Hemingway	432081	Caedmon	Caedmon Records	TC 1185	TC 1185	Ernest Hemingway reading	Reading	US	1965	60	Non-Music	Speech; Spoken Word; Poetry
2435870	8522910	Tristan	Claire Bloom	597358	Caedmon	Caedmon Records	TC 1106	TC 1106	Tristan and Iseult	Tristan And Iseult	US	1958	50	Non-Music	Spoken Word
2435880	2108321	Russell Bertrand	Bertrand Russell	463648	Caedmon	Caedmon Records	TC 1149	TC 1149	Bertrand Russell speaks :	Speaking	US	1962	60	Non-Music	Interview
2435875	793746	Dylan Thomas	Dylan Thomas	382316	Caedmon	Caedmon Records	TC 2014	TC 2014	Dylan Thomas reading his complete recorded poetry	Reading His Complete Recorded Poetry	US	1963	60	Non-Music	Spoken Word; Poetry
2435864	6393460	Joseph Conrad	Joseph Conrad	470506	Caedmon	Caedmon Records	TC 2043	TC 2043	Heart of darkness :	Heart of Darkness	US	1969	60	Non-Music	Audiobook
2435884	6030882	Paul Scofield	Paul Scofield	1611126	Caedmon	Caedmon Records	TC 1125	TC 1125	The poetry of Dryden	Reading The Poetry Of Dryden	US	1962	60	Non-Music	Poetry
2435882	2136728		Katherine Mansfield	1195155	Caedmon	Caedmon Records	TC 1133	TC 1133	The garden party ;	The Garden Party And Bliss	US	1961	60	Non-Music	Audiobook
2435891	793755	[by] Lewis Carroll	Lewis Carroll	435140	Caedmon	Caedmon Records	TC 1098	TC 1098	Through the looking-glass	Through The Looking-Glass	US	1958	50	Non-Music	Audiobook; Spoken Word
2435893	6302856	Anthony Quayle	James Boswell (2)	5487414	Caedmon	Caedmon Records	TC 1093	TC 1093	Boswell's London journal	Boswell's London Journal	US	1959	50	Non-Music	Spoken Word; Audiobook
2435895	5550832	H.L. Mencken	Henry Louis Mencken	1972174	Caedmon	Caedmon Records	TC 1082	TC 1082	H.L. Mencken conversing with Donald Howe Kirkley, Sr.	Speaking	US	1957	50	Non-Music	Interview; Spoken Word
2435888	8411160	William Blake	Ralph Richardson (2)	667120	Caedmon	Caedmon Records	TC 1101	TC 1101	The poetry of Blake	The Poetry Of Blake	US	1958	50	Non-Music	Poetry
